23,-168.04593,278.8047,-32.032207,-77.99697,-255.85918,-219.61516,438.34732,351.9731,-180.81209,-147.0153,225.96094,-9.842601,-161.53577,-7.7580147,-199.8302
4,-167.5172,296.75443,-65.25506,-52.017933,-266.67444,-253.35738,450.2396,366.04443,-246.18608,-139.05014,203.25809,-2.278872,-144.40535,-18.948395,-274.66495
9,-111.171776,176.51265,35.464108,-86.38504,-266.49612,-186.35759,350.59732,326.67435,-100.90425,-132.76329,169.09026,-29.624144,-178.1368,-9.232245,-201.22551
16,-101.790245,252.83244,-13.424675,-33.00065,-234.98564,-240.9869,384.91122,358.85303,-229.35283,-112.97454,176.13187,-31.729864,-179.53242,13.052442,-262.25873
18,-196.54256,282.9232,-83.06448,-47.740852,-212.33647,-205.90532,394.673,364.5414,-205.62354,-117.16188,209.89734,-30.062635,-147.71373,-30.350088,-306.46036
7,-166.53456,229.80933,-59.862514,-105.61553,-211.15503,-230.58606,327.03467,307.5981,-180.53026,-95.93814,205.21458,-30.378748,-178.00961,-39.784298,-225.42264
19,-134.80785,237.3673,-3.141693,-50.278328,-198.46738,-183.59048,378.69217,340.4457,-168.46898,-134.77031,189.11275,-38.897808,-154.22716,-58.26726,-249.26501
0,-133.88113,298.55563,-41.82965,-48.553905,-280.44348,-253.84361,440.56256,394.5632,-197.75366,-158.605,167.05736,-10.168566,-141.96013,42.358547,-228.08177
13,-153.05234,235.14803,2.8795226,-61.517128,-272.23117,-211.07231,396.32602,327.95703,-211.25696,-111.96368,218.41829,2.5718539,-184.65628,-36.7719,-237.41809
8,-175.10939,259.0549,-101.05856,-85.571754,-120.562805,-250.12419,324.28177,282.60858,-251.09062,-109.86047,182.13145,-55.148396,-164.58078,-136.73676,-296.12097
1,-137.6934,253.45901,-5.0091176,-50.116375,-213.45409,-197.14497,418.61108,345.03336,-185.02144,-158.65703,198.25659,-24.281452,-152.95818,-69.48211,-223.42789
2,-187.01466,267.4327,-54.549377,-89.62411,-260.00183,-265.25027,405.114,356.26566,-210.4667,-162.82556,183.66586,-3.1487722,-172.1461,-81.00319,-234.92508
10,-165.39398,205.42847,-96.60833,-41.37857,-231.0874,-177.72096,348.18796,332.4959,-198.15086,-111.432365,204.57506,-7.044121,-160.40755,-12.876436,-245.57579
17,-202.17616,287.52902,-108.30859,-92.42607,-182.50085,-267.7938,374.7659,325.7959,-248.6259,-136.52757,200.58305,-27.458174,-164.77747,-107.39837,-263.1224
12,-117.91125,245.2541,-50.092323,-70.29254,-305.3022,-234.30847,466.7168,347.59604,-216.968,-149.46771,202.8936,-6.271936,-147.63023,5.2097497,-255.48929
22,-119.41726,168.37871,-60.74638,-73.0231,-313.17386,-202.16618,412.53384,318.20557,-164.80669,-188.95181,157.15697,7.8103333,-160.14171,-27.82585,-210.16356
11,-145.92554,272.06662,-62.24264,-15.843802,-201.33958,-213.378,412.17462,330.8316,-236.05809,-128.0309,172.14064,-13.139437,-103.0911,-48.042034,-304.44794
3,-166.26083,311.75476,-122.529686,-55.92204,-179.41911,-264.6946,401.94397,330.36893,-279.43515,-111.20287,200.50638,-27.926228,-135.78287,-26.353214,-280.7037
15,-129.21147,284.58514,-72.76274,-29.13062,-171.2572,-229.28284,359.1039,346.89597,-253.68765,-81.65052,199.1602,-45.88026,-160.91759,15.572873,-276.84213
24,-104.85341,220.43999,-122.230644,-134.55153,-384.542,-280.02414,503.70703,355.51108,-167.32248,-237.57352,155.13689,-3.549804,-153.9519,43.48716,-193.8456
14,-136.79382,298.7474,-97.40301,-7.7146297,-224.33455,-236.0181,406.9274,363.23526,-260.50192,-127.01514,168.28482,-6.0842237,-118.37786,16.81749,-266.54636
21,-122.87713,243.97037,-48.093624,-10.988934,-241.67224,-179.47432,397.25342,320.6866,-214.51021,-107.148254,174.4302,2.5417955,-112.23749,22.048117,-268.92218
5,-130.55779,262.94275,-99.86342,-114.46913,-361.6793,-287.59985,503.47592,354.14313,-204.27586,-211.78796,171.35028,11.357852,-143.04564,14.935641,-208.64526
20,-155.76181,282.43442,-146.06996,-126.00061,-311.03488,-308.9978,485.27808,348.14905,-223.16441,-219.21101,165.31248,-1.8184817,-141.42393,-20.591568,-213.21739
6,-91.270134,223.72636,-68.29892,-30.955326,-254.74919,-173.12741,404.32104,354.75784,-183.26021,-115.37168,185.85112,-38.155422,-135.89864,70.94531,-274.98898
